batchSize,dbms,elementProcessed,executionMode,inputMode,name,outputMode,timeWithConnection,timeWithOutConnection
1000,SKLEARN,39999,BATCH_MODE,CSV,SENTIMENT_ANALYSIS,MYSQL,30682.00182914734,30653.4104347229
1000,SKLEARN,39999,BATCH_MODE,CSV,SENTIMENT_ANALYSIS,SQLSERVER,29803.72667312622,29803.72643470764
1000,SKLEARN,39999,BATCH_MODE,MYSQL,SENTIMENT_ANALYSIS,CSV,32380.8696269989,32352.278232574463
1000,SKLEARN,39999,BATCH_MODE,SQLSERVER,SENTIMENT_ANALYSIS,CSV,31811.068534851074,31811.068296432495
1000,SKLEARN,39999,BATCH_MODE,MYSQL,SENTIMENT_ANALYSIS,MYSQL,32262.453079223633,32205.270290374756
1000,SKLEARN,39999,BATCH_MODE,SQLSERVER,SENTIMENT_ANALYSIS,SQLSERVER,31925.42552947998,31925.425052642822
1000,SKLEARN,39999,BATCH_MODE,CSV,SENTIMENT_ANALYSIS,CSV,0.0,31594.65003013611
