batchSize,dbms,elementProcessed,executionMode,inputMode,name,outputMode,timeWithConnection,timeWithOutConnection
1000,SKLEARN,17379,BATCH_MODE,CSV,BIKE_FAST_TREE_TWEEDIE,MYSQL,678.0166625976562,656.430721282959
1000,SKLEARN,17379,BATCH_MODE,CSV,BIKE_FAST_TREE_TWEEDIE,SQLSERVER,224.7638702392578,224.7636318206787
1000,SKLEARN,17379,BATCH_MODE,MYSQL,BIKE_FAST_TREE_TWEEDIE,CSV,1486.3791465759277,1464.7932052612305
1000,SKLEARN,17379,BATCH_MODE,SQLSERVER,BIKE_FAST_TREE_TWEEDIE,CSV,1244.9679374694824,1244.9676990509033
1000,SKLEARN,17379,BATCH_MODE,MYSQL,BIKE_FAST_TREE_TWEEDIE,MYSQL,1930.2077293395996,1887.035846710205
1000,SKLEARN,17379,BATCH_MODE,SQLSERVER,BIKE_FAST_TREE_TWEEDIE,SQLSERVER,1168.8902378082275,1168.8897609710693
1000,SKLEARN,17379,BATCH_MODE,CSV,BIKE_FAST_TREE_TWEEDIE,CSV,0.0,278.2602310180664
